monumental	of outstanding significance
noteworthy	worthy of notice
probative	tending to prove a particular proposition or to persuade you of the truth of an allegation
operative	effective
portentous	of momentous or ominous significance
insignificant	not important or noteworthy
hole-and-corner	relating to the peripheral and unimportant aspects of life
inappreciable	too small to make a significant difference
light	having little importance
superficial	of little substance or significance
significant	too closely correlated to be attributed to chance and therefore indicating a systematic relation
nonsignificant	attributable to chance
silenced	reduced to silence
suppressed	manifesting or subjected to suppression
unsilenced	not silenced
simple	(botany) of leaf shapes
acerate	narrow and long and pointed
acuminate	of a leaf shape
apiculate	of a leaf shape
caudate	of a leaf shape
cordate	(of a leaf) shaped like a heart
cuneate	of a leaf shape
deltoid	of a leaf shape
dolabriform	having the shape of the head of an ax or cleaver
elliptic	of a leaf shape
ensiform	shaped like a sword blade
hastate	of a leaf shape
lanceolate	of a leaf shape
linear	of a leaf shape
lyrate	of a leaf shape
needled	of trees whose leaves are acerate
two-needled	of conifers having two needles
three-needled	of conifers having three needles
four-needled	of conifers having four needles
five-needled	of conifers having five needles
obtuse	of a leaf shape
oblanceolate	of a leaf shape
oblong	of a leaf shape
obovate	of a leaf shape
orbiculate	circular or nearly circular
ovate	of a leaf shape
pandurate	of a leaf shape
peltate	of a leaf shape
perfoliate	of a leaf having the base united around (and apparently pierced by) the stem
reniform	of a leaf or bean shape resembling the shape of kidney
sagittate	of a leaf shape
spatulate	of a leaf shape
unlobed	without lobes
compound	of leaf shapes
bilobate	having two lobes
binate	growing in two parts or in pairs
bipartite	divided into two portions almost to the base
bipinnate	of a leaf shape
bipinnatifid	pinnatifid with the segments also pinnatifid
cleft	having one or more incisions reaching nearly to the midrib
conjugate	of a pinnate leaflet
decompound	of a compound leaf
even-pinnate	of a leaf shape
incised	sharply and deeply indented
lobed	having deeply indented margins but with lobes not entirely separate from each other
odd-pinnate	a leaf shape
palmate	of a leaf shape
palmatifid	of a leaf shape
parted	having a margin incised almost to the base so as to create distinct divisions or lobes
pedate	of a leaf shape
pinnate	of a leaf shape
pinnatifid	of a leaf shape
pinnatisect	of a leaf shape
quinquefoliate	of a leaf shape
ternate	of a leaf shape
trifoliate	of a leaf shape
trilobate	of a leaf shape
tripinnate	of a leaf shape thrice pinnate
tripinnatifid	of a leaf shape: bipinnatifid with segments pinnatifid
simple	having few parts
simplex	having only one part or element
unanalyzable	representing the furthest possible extent of analysis or division into parts
uncomplicated	lacking complexity
complex	complicated in structure
analyzable	capable of being partitioned
Byzantine	highly complex or intricate
colonial	composed of many distinct individuals united to form a whole or colony
complicated	difficult to analyze or understand
composite	consisting of separate interconnected parts
compound	consisting of two or more substances or ingredients or elements or parts
daedal	complex and ingenious in design or function
Gordian	extremely intricate
interlacing	linked or locked closely together as by dovetailing
intricate	having many complexly arranged elements
labyrinthine	resembling a labyrinth in form or complexity
multifactorial	involving or depending on several factors or causes (especially pertaining to a condition or disease resulting from the interaction of many genes)
multiplex	having many parts or aspects
thickening	becoming more intricate or complex
sincere	open and genuine
bona_fide	undertaken in good faith
cordial	sincerely or intensely felt
dear	earnest
honest	without dissimulation
genuine	not pretended
heart-whole	with unconditional and enthusiastic devotion
insincere	lacking sincerity
bootlicking	attempting to win favor from influential people by flattery
buttery	unpleasantly and excessively suave or ingratiating in manner or speech
dissembling	concealing under a false appearance with the intent to deceive
false	deliberately deceptive
feigned	not genuine
gilded	based on pretense
hypocritical	professing feelings or virtues one does not have
plausible	given to or characterized by presenting specious arguments
singular	grammatical number category referring to a single item or unit
plural	grammatical number category referring to two or more items or units
dual	a grammatical number category referring to two items or units as opposed to one item (singular) or more than two items (plural)
singular	composed of one member, set, or kind
plural	composed of more than one member, set, or kind
cardinal	being or denoting a numerical quantity but not order
zero	indicating the absence of any or all units under consideration
non-zero	not involving zero
one	used of a single unit or thing
two	being one more than one
three	being one more than two
four	being one more than three
five	being one more than four
six	denoting a quantity consisting of six items or units
seven	being one more than six
eight	being one more than seven
nine	denoting a quantity consisting of one more than eight and one less than ten
ten	being one more than nine
eleven	being one more than ten
twelve	denoting a quantity consisting of 12 items or units
thirteen	being one more than twelve
fourteen	being one more than thirteen
fifteen	being one more than fourteen
sixteen	being one more than fifteen
seventeen	being one more than sixteen
eighteen	being one more than seventeen
nineteen	being one more than eighteen
twenty	denoting a quantity consisting of 20 items or units
